project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
parques_ecologicos_de_mexico,eolic,02-oriental,0,0,,,0,23.9,,23.9,,,411,operational,,,40-ixtepec
pe_ingenio,eolic,02-oriental,0,0,,,0,14.8,,14.8,,,412,operational,,,40-ixtepec
pemex_gas_y_petroquimica_basica_complejo_pro,thermal_natural_gas,02-oriental,23.6,0,,,7.1,15,,15,,,413,operational,g_slorp,natural_gas,32-poza_rica
pemex-gas_y_petroquimica_basica_complejo_pro_1,gas_turbine_natural_gas,02-oriental,18.1,0,,,5.5,57.5,,57.5,,,414,operational,g_2boca,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro_2,gas_turbine_natural_gas,02-oriental,18.8,0,,,5.5,21.7,,21.7,,,415,operational,g_2boca,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro__3_,cogen_natural_gas,02-oriental,10.8,0,,,7.7,356.4,,356.4,,,416,operational,gn_tuxp,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur,gas_turbine_natural_gas,06-noreste,28.8,0,,,5.5,19,,19,,,417,operational,g_ahnrr,natural_gas,21-guemez
pemex-gas_y_petroquimicabasica_complejo_pro_cactus,gas_turbine_natural_gas,02-oriental,16.7,0,,,5.5,119.3,,119.3,,,418,operational,g_slorp,natural_gas,38-tabasco
pemex-petroquimica_comp_petro_pajaritos,gas_turbine_natural_gas,02-oriental,15.4,0,,,5.5,57,,57,,,419,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-petroquimica_complejo_petroquimico_cos,gas_turbine_natural_gas,02-oriental,40.2,0,,,5.5,58.1,,58.1,,,420,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-petroquimica_complejo_petroquimico_ind,thermal_natural_gas,02-oriental,9.1,0,,,7.1,50.6,,50.6,,,421,operational,g_slorp,natural_gas,34-puebla
pemex-petroquimica_complejo_petroquimico_mor,combined_cycle_natural_gas,02-oriental,15.2,0,,,7.7,166.7,,166.7,,,422,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-refinacion_ing_antonio_m_amor,thermal_natural_gas,03-occidental,32.6,0,,,7.1,133.6,,133.6,,,423,operational,g_petsal,natural_gas,26-salamanca
pemex-refinacion_refineria_francisco_i_made,thermal_natural_gas,06-noreste,22.2,0,,,7.1,120.7,,120.7,,,424,operational,gn_altam,natural_gas,19-huasteca
pemex-refinacion_refineria_gcoral_lazaro_ca,thermal_natural_gas,02-oriental,15.3,0,,,7.1,60,,60,,,425,operational,g_slorp,natural_gas,37-coatzacoalcos
pemex-refinacion_refineria_gcoral_lazaro_ca_proy,thermal_natural_gas,02-oriental,22.6,0,,,7.1,37.5,,37.5,,,426,operational,g_slorp,natural_gas,37-coatzacoalcos
pemex-refinacion_refineria_ing_antonio_dova,thermal_natural_gas,02-oriental,9.3,0,,,7.1,107.9,,107.9,,,427,operational,g_ahnrr,natural_gas,36-temascal
pemex-refinacion_refineria_ing_hector_lara,thermal_natural_gas,06-noreste,13.1,0,,,7.1,74,,74,,,428,operational,g_ahnrr,natural_gas,16-monterrey
pemex-refinacion_refineria_miguel_hidalgo,thermal_fuel_oil,01-central,25.2,0,,,7.1,125.1,,125.1,,,429,operational,c_n_tula,fuel_oil,31-central
piasa_cogcoracion,bioenergy_diesel,02-oriental,24.8,0,,,7.1,37.5,,37.5,,,430,operational,d_naciona,diesel,36-temascal
pier_ii_quecholac_felipe_angeles,eolic,02-oriental,0,0,,,0,19.8,,19.8,,,431,operational,,,32-poza_rica
plamex,solar,08-baja_california,0,0,,,0,1,,1,,,432,operational,,,46-tijuana
polimeros_y_derivados_planta,internal_combustion_diesel,03-occidental,10.3,0,,,7.4,1.8,,1.8,,,433,operational,d_naciona,diesel,24-aguascalientes
polioles,thermal_natural_gas,01-central,11.1,0,,,7.1,2.3,,2.3,,,434,operational,g_central,natural_gas,31-central
posco_mexico,internal_combustion_natural_gas,06-noreste,9.8,0,,,7.4,19.2,,19.2,,,435,operational,gn_tamazu,natural_gas,19-huasteca
hidroelectrica_cajon_de_pena,hydroelectric,03-occidental,0,0,,,1,0.9,,0.9,,,436,operational,,,27-manzanillo
tirio,hydroelectric,03-occidental,0,0,,,1,0.8,,0.8,,,437,operational,,,28-carapan
procter_&_gamble_manufactura,combined_cycle_natural_gas,02-oriental,8.3,0,,,7.7,58,,58,,,438,operational,g_slorp,natural_gas,34-puebla
procter_&_gamble_manufactura_talisman,gas_turbine_natural_gas,01-central,9.6,0,,,5.5,6.3,,6.3,,,439,operational,g_central,natural_gas,31-central
productora_de_papel,combined_cycle_natural_gas,06-noreste,18.6,0,,,7.7,17.4,,17.4,,,440,operational,g_ahnrr,natural_gas,16-monterrey
productora_nacional_de_papel,internal_combustion_fuel_oil,03-occidental,35.2,0,,,7.4,15.6,,15.6,,,441,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
productos_farmaceuticos_plan,internal_combustion_diesel,03-occidental,10,0,,,7.4,3.7,,3.7,,,442,operational,d_naciona,diesel,24-aguascalientes
proteinas_naturales,gas_turbine_natural_gas,06-noreste,19.4,0,,,5.5,5.9,,5.9,,,443,operational,g_ahnrr,natural_gas,16-monterrey
bartolinas,hydroelectric,03-occidental,0,0,,,1,0.6,,0.6,,,444,operational,,,28-carapan
sabritas,internal_combustion_diesel,04-noroeste,10.3,0,,,7.4,2.8,,2.8,,,445,operational,d_naciona,diesel,03-obregon
sales_del_istmo_coatzacoalcos,internal_combustion_diesel,02-oriental,10.3,0,,,7.4,2.8,,2.8,,,446,operational,d_naciona,diesel,37-coatzacoalcos
santa_rosalia_de_la_chontalpa,bioenergy_diesel,02-oriental,23,0,,,7.1,23.6,,23.6,,,447,operational,d_naciona,diesel,38-tabasco
servicios_comerciales_de_energia,solar,09-baja_california_sur,0,0,,,0,30,,30,,,448,operational,,,51-la_paz
silices_de_veracruz,internal_combustion_diesel,02-oriental,9.3,0,,,7.4,6.7,,6.7,,,449,operational,d_naciona,diesel,33-veracruz
sky_eps_supply_sm,cogen_natural_gas,02-oriental,10.3,0,,,7.4,18.7,,18.7,,,450,operational,gn_tuxp,natural_gas,34-puebla
sky_eps_supply,cogen_natural_gas,02-oriental,11.9,0,,,7.4,24.9,,24.9,,,451,operational,g_slorp,natural_gas,34-puebla
sociedad_autoabastecedora_de_energia_verde_de,bioenergy_natural_gas,03-occidental,11.1,0,,,7.4,2.4,,2.4,,,452,operational,g_sauzqro,natural_gas,24-aguascalientes
sony_nuevo_laredo,internal_combustion_natural_gas,06-noreste,14.6,0,,,7.4,1.9,,1.9,,,453,operational,gn_altam,natural_gas,13-nuevo_laredo
stipa_nayaa,eolic,02-oriental,0,0,,,0,22.2,,22.2,,,454,operational,,,40-ixtepec
styrolution_mexicana,gas_turbine_natural_gas,06-noreste,14,0,,,5.5,10.3,,10.3,,,455,operational,gn_altam,natural_gas,19-huasteca
tablex_miller,internal_combustion_diesel,04-noroeste,12.1,0,,,7.4,1.2,,1.2,,,456,operational,d_naciona,diesel,03-obregon
tai_durango_uno,solar,05-norte,0,0,,,0,15.6,,15.6,,,457,operational,,,10-durango
tala_electric,bioenergy_diesel,03-occidental,27.5,0,,,7.1,23.4,,23.4,,,458,operational,d_naciona,diesel,23-guadalajara
termoelectrica_del_golfo,fluidized_bed_coal,03-occidental,9.8,0,,,6.4,277.5,,277.5,,,459,operational,coque,coal,25-san_luis_potosi
termoelectrica_penoles,fluidized_bed_coal,03-occidental,10,0,,,6.4,277.5,,277.5,,,460,operational,coque,coal,25-san_luis_potosi
tlalnepantla_cogcoracion,gas_turbine_natural_gas,01-central,12,0,,,5.5,27.3,,27.3,,,461,operational,g_central,natural_gas,31-central
tmq_gcoracion_energia_renovable,bioenergy_natural_gas,03-occidental,10.3,0,,,7.4,1.3,,1.3,,,462,operational,g_sauzqro,natural_gas,30-queretaro
tractebel_energia_de_monterrey,combined_cycle_natural_gas,06-noreste,8.4,0,,,7.7,276.6,,276.6,,,463,operational,g_ahnrr,natural_gas,16-monterrey
tractebel_energia_de_panuco,gas_turbine_natural_gas,06-noreste,12.2,0,,,5.5,27.2,,27.2,,,464,operational,gn_altam,natural_gas,19-huasteca
transformadora_de_energia_electrica_de_juarez,bioenergy_natural_gas,05-norte,9.7,0,,,7.4,5.9,,5.9,,,465,operational,zzon_nort,natural_gas,07-juarez
urrea_herramientas_profesionales,gas_turbine_natural_gas,03-occidental,9.6,0,,,5.5,1,,1,,,466,operational,g_petsal,natural_gas,23-guadalajara
ventika_ii,eolic,06-noreste,0,0,,,0,31.5,,31.5,,,467,operational,,,14-reynosa
ventika,eolic,06-noreste,0,0,,,0,31.5,,31.5,,,468,operational,,,14-reynosa
zacapu_power,thermal_fuel_oil,03-occidental,6.6,0,,,7.1,9.4,,9.4,,,469,operational,c_n_petacal,fuel_oil,30-queretaro
abbott_laboratories_de_mexico,gas_turbine_natural_gas,00-autoabasto,15.9,0,,,5.5,6.1,,6.1,,,470,operational,g_central,natural_gas,00-autoabasto_local
aes_merida_iii,combined_cycle_natural_gas,00-autoabasto,7.2,0,,,7.7,14.5,,14.5,,,471,operational,g_penin,natural_gas,00-autoabasto_local
agnico_eagle_mexico_proyecto,internal_combustion_diesel,00-autoabasto,12.8,0,,,7.4,3.3,,3.3,,,472,operational,d_naciona,diesel,00-autoabasto_local
agnico_sonora,internal_combustion_diesel,00-autoabasto,10.7,0,,,7.4,5.6,,5.6,,,473,operational,d_naciona,diesel,00-autoabasto_local
agroindustrias_del_balsas,thermal_fuel_oil,00-autoabasto,9.6,0,,,7.1,14.1,,14.1,,,474,operational,c_n_petacal,fuel_oil,00-autoabasto_local
agropecuaria_la_nortenita,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.8,,1.8,,,475,operational,d_naciona,diesel,00-autoabasto_local
akra_polyester,thermal_natural_gas,00-autoabasto,9.6,0,,,7.1,13,,13,,,476,operational,gn_altam,natural_gas,00-autoabasto_local
alambres_procesados_industriales,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.4,,1.4,,,477,operational,d_naciona,diesel,00-autoabasto_local
alfa_corporativo,internal_combustion_diesel,00-autoabasto,10.7,0,,,7.4,1.8,,1.8,,,478,operational,d_naciona,diesel,00-autoabasto_local
arcelormittal_las_truchas,thermal_fuel_oil,00-autoabasto,24.5,0,,,7.1,20.2,,20.2,,,479,operational,c_n_petacal,fuel_oil,00-autoabasto_local
arcelormittal_lazaro_cardenas,thermal_natural_gas,00-autoabasto,15.4,0,,,7.1,37.5,,37.5,,,480,operational,g_petsal,natural_gas,00-autoabasto_local
atlatec_planta_el_ahogado,bioenergy_natural_gas,00-autoabasto,13.7,0,,,5.5,2.8,,2.8,,,481,operational,g_petsal,natural_gas,00-autoabasto_local
auma,internal_combustion_natural_gas,00-autoabasto,10.3,0,,,7.4,1.9,,1.9,,,482,operational,zzon_nort,natural_gas,00-autoabasto_local
azinsa_aluminio,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.9,,0.9,,,483,operational,d_naciona,diesel,00-autoabasto_local
azsuremex,bioenergy_fuel_oil,00-autoabasto,183,0,,,7.1,2.3,,2.3,,,484,operational,c_n_poza,fuel_oil,00-autoabasto_local
becton_dickinson_de_mexico,internal_combustion_natural_gas,00-autoabasto,11.3,0,,,7.4,6,,6,,,485,operational,g,natural_gas,00-autoabasto_local
benef_espanola_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.8,,0.8,,,486,operational,d_naciona,diesel,00-autoabasto_local
bepensa_bebidas,internal_combustion_diesel,00-autoabasto,22.2,0,,,7.4,1.8,,1.8,,,487,operational,d_penins,diesel,00-autoabasto_local
bimbo_planta_bimbo_de_baja_c,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.3,,2.3,,,488,operational,d_bcn,diesel,00-autoabasto_local
bimbo_planta_marinela_de_baj,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.1,,1.1,,,489,operational,d_bcn,diesel,00-autoabasto_local
bimbo_planta_tijuana,internal_combustion_diesel,00-autoabasto,14.1,0,,,7.4,1.5,,1.5,,,490,operational,d_bcn,diesel,00-autoabasto_local
bio_pappel_planta_atenqui,thermal_diesel,00-autoabasto,11.3,0,,,7.1,14.5,,14.5,,,491,operational,d_naciona,diesel,00-autoabasto_local
bridgestone_de_mexico,internal_combustion_diesel,00-autoabasto,17.7,0,,,7.4,1.8,,1.8,,,492,operational,d_naciona,diesel,00-autoabasto_local
bticino_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.9,,0.9,,,493,operational,d_naciona,diesel,00-autoabasto_local
cargill_de_mexico,gas_turbine_natural_gas,00-autoabasto,8.9,0,,,5.5,7.3,,7.3,,,494,operational,g_central,natural_gas,00-autoabasto_local
celulosa_y_papel_de_michoacan,thermal_fuel_oil,00-autoabasto,9.6,0,,,7.1,6.6,,6.6,,,495,operational,c_n_petacal,fuel_oil,00-autoabasto_local
central_motzorongo,bioenergy_fuel_oil,00-autoabasto,41.2,0,,,7.1,18.7,,18.7,,,496,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
cerveceria_cuauhtemoc_moctezuma_planta_puebla,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.3,,2.3,,,497,operational,d_naciona,diesel,00-autoabasto_local
micos,hydroelectric,06-noreste,0,0,,,1,0.5,,0.5,,,498,operational,,,18-valles
cerveceria_modelo_de_guadalajara,thermal_natural_gas,00-autoabasto,10.2,0,,,7.1,6.1,,6.1,,,499,operational,g_petsal,natural_gas,00-autoabasto_local
cerveceria_modelo,thermal_natural_gas,00-autoabasto,18.1,0,,,7.1,17.8,,17.8,,,500,operational,g_central,natural_gas,00-autoabasto_local
cinemex_aragon,internal_combustion_diesel,00-autoabasto,13.7,0,,,7.4,0.5,,0.5,,,501,operational,d_naciona,diesel,00-autoabasto_local
cinemex_coacalco,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,502,operational,d_naciona,diesel,00-autoabasto_local
cinemex_coapa,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,503,operational,d_naciona,diesel,00-autoabasto_local
cinemex_cuauhtemoc,internal_combustion_diesel,00-autoabasto,12.6,0,,,7.4,0.5,,0.5,,,504,operational,d_naciona,diesel,00-autoabasto_local
cinemex_cuiculco,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,505,operational,d_naciona,diesel,00-autoabasto_local
cinemex_galerias,internal_combustion_diesel,00-autoabasto,10.7,0,,,7.4,0.5,,0.5,,,506,operational,d_naciona,diesel,00-autoabasto_local
cinemex_izcalli,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,507,operational,d_naciona,diesel,00-autoabasto_local
cinemex_iztapalapa,internal_combustion_diesel,00-autoabasto,12,0,,,7.4,0.5,,0.5,,,508,operational,d_naciona,diesel,00-autoabasto_local
cinemex_mundo_e,internal_combustion_diesel,00-autoabasto,9.9,0,,,7.4,1,,1,,,509,operational,d_naciona,diesel,00-autoabasto_local
cinemex_palacio_chino,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,510,operational,d_naciona,diesel,00-autoabasto_local
cinemex_plaza_sur,internal_combustion_diesel,00-autoabasto,10.7,0,,,7.4,0.5,,0.5,,,511,operational,d_naciona,diesel,00-autoabasto_local
cinemex_polanco,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.6,,0.6,,,512,operational,d_naciona,diesel,00-autoabasto_local
cinemex_real,internal_combustion_diesel,00-autoabasto,11.7,0,,,7.4,0.5,,0.5,,,513,operational,d_naciona,diesel,00-autoabasto_local
cinemex_tenayuca,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,514,operational,d_naciona,diesel,00-autoabasto_local
cinemex_ticoman,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,515,operational,d_naciona,diesel,00-autoabasto_local
cinemex_universidad,internal_combustion_diesel,00-autoabasto,24.8,0,,,7.4,0.5,,0.5,,,516,operational,d_naciona,diesel,00-autoabasto_local
cinemex_zaragoza,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.5,,0.5,,,517,operational,d_naciona,diesel,00-autoabasto_local
cmt_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.9,0,,,7.4,1.5,,1.5,,,518,operational,d_naciona,diesel,00-autoabasto_local
coeur_mexicana,internal_combustion_diesel,00-autoabasto,19.5,0,,,7.4,20,,20,,,519,operational,d_naciona,diesel,00-autoabasto_local
comision_estatal_de_servicios_publicos_de_mex,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.5,,1.5,,,520,operational,d_bcn,diesel,00-autoabasto_local
compania_azucarera_de_los_mochis,bioenergy_fuel_oil,00-autoabasto,51.1,0,,,7.1,13.1,,13.1,,,521,operational,c_n_maza,fuel_oil,00-autoabasto_local
compania_azucarera_del_rio_guayalejo,bioenergy_diesel,00-autoabasto,744.2,0,,,7.1,42.6,,42.6,,,522,operational,d_naciona,diesel,00-autoabasto_local
compania_azucarera_independencia,bioenergy_fuel_oil,00-autoabasto,32.8,0,,,7.1,9,,9,,,523,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_azucarera_la_concepcion,bioenergy_fuel_oil,00-autoabasto,121.2,0,,,7.1,3.9,,3.9,,,524,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_azucarera_la_fe,bioenergy_diesel,00-autoabasto,48.7,0,,,7.1,12.2,,12.2,,,525,operational,d_naciona,diesel,00-autoabasto_local
compania_cervecera_de_zacatecas,thermal_fuel_oil,00-autoabasto,7.9,0,,,7.1,46.9,,46.9,,,526,operational,c_n_vrey,fuel_oil,00-autoabasto_local
compania_cervecera_el_tropico,thermal_natural_gas,00-autoabasto,31.7,0,,,7.1,23.4,,23.4,,,527,operational,g_ahnrr,natural_gas,00-autoabasto_local
compania_de_nitrogeno_de_cantarell,gas_turbine_natural_gas,00-autoabasto,16.1,0,,,5.5,359,,359,,,528,operational,g_lerma,natural_gas,00-autoabasto_local
compania_desarrolladora_los_cabos,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.9,,1.9,,,529,operational,d_bcn,diesel,00-autoabasto_local
ingenio_tamazula_planta_sant,hydroelectric,00-autoabasto,0,0,,,1,0.5,,0.5,,,530,operational,,,00-autoabasto_local
compania_industrial_azucarera,bioenergy_fuel_oil,00-autoabasto,30.8,0,,,7.1,5.2,,5.2,,,531,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_minera_autlan_unida,internal_combustion_natural_gas,00-autoabasto,15.6,0,,,7.4,10.2,,10.2,,,532,operational,g,natural_gas,00-autoabasto_local
compania_minera_dolores_campament,internal_combustion_diesel,00-autoabasto,9.6,0,,,7.4,1.1,,1.1,,,533,operational,d_naciona,diesel,00-autoabasto_local
compania_minera_dolores_procesos,internal_combustion_diesel,00-autoabasto,11.6,0,,,7.4,9.9,,9.9,,,534,operational,d_naciona,diesel,00-autoabasto_local
compania_occidental_mexicana,internal_combustion_diesel,00-autoabasto,12.7,0,,,7.4,8,,8,,,535,operational,d_bcn,diesel,00-autoabasto_local
conductores_mexicanos_electricos_y_de_telecom_guad,internal_combustion_diesel,00-autoabasto,11.9,0,,,7.4,2.8,,2.8,,,536,operational,d_naciona,diesel,00-autoabasto_local
conductores_mexicanos_electricos_y_de_telecom_lati,internal_combustion_diesel,00-autoabasto,11,0,,,7.4,3.4,,3.4,,,537,operational,d_naciona,diesel,00-autoabasto_local
conservas_la_costena_y_jugome,bioenergy_natural_gas,00-autoabasto,12,0,,,7.4,0.9,,0.9,,,538,operational,g_central,natural_gas,00-autoabasto_local
continental_automotive_guadalajara_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,3.3,,3.3,,,539,operational,d_naciona,diesel,00-autoabasto_local
continental_automotive_mexicana,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.7,,0.7,,,540,operational,d_naciona,diesel,00-autoabasto_local
continental_automotive_mexicana_cuaut,internal_combustion_diesel,00-autoabasto,10.5,0,,,7.4,2.4,,2.4,,,541,operational,d_naciona,diesel,00-autoabasto_local
copropiedad_electrica_del_grupo_quimico_cydsa,thermal_natural_gas,00-autoabasto,9.6,0,,,7.1,7.5,,7.5,,,542,operational,g_ahnrr,natural_gas,00-autoabasto_local
cordaflex,internal_combustion_diesel,00-autoabasto,13,0,,,7.4,2.3,,2.3,,,543,operational,d_naciona,diesel,00-autoabasto_local
covalence_specialty_materials_mexico,internal_combustion_diesel,00-autoabasto,24.2,0,,,7.4,1.4,,1.4,,,544,operational,d_bcn,diesel,00-autoabasto_local
dafmex,internal_combustion_diesel,00-autoabasto,9.9,0,,,7.4,0.7,,0.7,,,545,operational,d_bcn,diesel,00-autoabasto_local
desarrollos_mineros_san_luis,internal_combustion_diesel,00-autoabasto,11.3,0,,,7.4,3.7,,3.7,,,546,operational,d_naciona,diesel,00-autoabasto_local
destiladora_del_valle,thermal_fuel_oil,00-autoabasto,39.1,0,,,7.1,1.4,,1.4,,,547,operational,c_n_tula,fuel_oil,00-autoabasto_local
don_david_gold_mexico,internal_combustion_diesel,00-autoabasto,30.2,0,,,7.4,3.3,,3.3,,,548,operational,d_naciona,diesel,00-autoabasto_local
ecosys_iii,bioenergy_natural_gas,00-autoabasto,12.4,0,,,7.4,1.6,,1.6,,,549,operational,g_sauzqro,natural_gas,00-autoabasto_local
el_palacio_de_hierro_interlomas,internal_combustion_diesel,00-autoabasto,11.2,0,,,7.4,2.8,,2.8,,,550,operational,d_naciona,diesel,00-autoabasto_local
el_palacio_de_hierro_villahermosa,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,2.2,,2.2,,,551,operational,d_naciona,diesel,00-autoabasto_local
embotelladora_del_caribe,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.8,,1.8,,,552,operational,d_penins,diesel,00-autoabasto_local
empacadora_celaya,internal_combustion_diesel,00-autoabasto,10.1,0,,,7.4,1.8,,1.8,,,553,operational,d_naciona,diesel,00-autoabasto_local
empacadora_san_marcos,bioenergy_natural_gas,00-autoabasto,10.3,0,,,7.4,0.9,,0.9,,,554,operational,g_tuxpoz,natural_gas,00-autoabasto_local
empaques_de_carton_titan_pla,thermal_natural_gas,00-autoabasto,22.7,0,,,7.1,33,,33,,,555,operational,g_central,natural_gas,00-autoabasto_local
empaques_modernos_san_pablo_cog,gas_turbine_natural_gas,00-autoabasto,22.2,0,,,5.5,5.9,,5.9,,,556,operational,g_central,natural_gas,00-autoabasto_local
empaques_modernos_san_pablo_upc,thermal_natural_gas,00-autoabasto,28.4,0,,,7.1,13.1,,13.1,,,557,operational,g_central,natural_gas,00-autoabasto_local
energia_bidarena,internal_combustion_natural_gas,00-autoabasto,15.9,0,,,7.4,5.6,,5.6,,,558,operational,g,natural_gas,00-autoabasto_local
energia_costa_azul,gas_turbine_natural_gas,00-autoabasto,19.2,0,,,5.5,66.3,,66.3,,,559,operational,g_i_jovibn,natural_gas,00-autoabasto_local
energia_de_baja_california,combined_cycle_natural_gas,00-autoabasto,7.4,0,,,7.7,328.3,,328.3,,,560,operational,zzon_noro,natural_gas,00-autoabasto_local
energia_sierra_juarez,eolic,00-autoabasto,0,0,,,0,39,,39,,,561,operational,,,00-autoabasto_local
eurocopter_de_mexico_planta_queretaro,internal_combustion_natural_gas,00-autoabasto,10.1,0,,,7.4,2.5,,2.5,,,562,operational,g_sauzqro,natural_gas,00-autoabasto_local
exportadora_de_sal_planta_guer,internal_combustion_diesel,00-autoabasto,11.5,0,,,7.4,20.2,,20.2,,,563,operational,d_bcn,diesel,00-autoabasto_local
ferrocarriles_suburbanos,regen_brakes,00-autoabasto,7.2,0,,,7.7,6.4,,6.4,,,564,operational,,,00-autoabasto_local
fideicomiso_ingenio_atencingo,bioenergy_fuel_oil,00-autoabasto,49.6,0,,,7.1,14.1,,14.1,,,565,operational,c_n_poza,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_casasano,bioenergy_fuel_oil,00-autoabasto,230,0,,,7.1,3.2,,3.2,,,566,operational,c_n_tula,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_emiliano_zapata,bioenergy_fuel_oil,00-autoabasto,52.1,0,,,7.1,8.1,,8.1,,,567,operational,c_n_tula,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_la_providencia,bioenergy_fuel_oil,00-autoabasto,65.1,0,,,7.1,6.6,,6.6,,,568,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_plan_de_san_luis,bioenergy_fuel_oil,00-autoabasto,100.1,0,,,7.1,8.4,,8.4,,,569,operational,c_n_alta,fuel_oil,00-autoabasto_local
fomento_azucarero_del_golfo,bioenergy_fuel_oil,00-autoabasto,123.4,0,,,7.1,16.5,,16.5,,,570,operational,c_n_alta,fuel_oil,00-autoabasto_local
fuerza_y_energia_de_tuxpan,combined_cycle_natural_gas,00-autoabasto,7.2,0,,,7.7,29.1,,29.1,,,571,operational,g_2boca,natural_gas,00-autoabasto_local
geusa_de_occidente,internal_combustion_diesel,00-autoabasto,10.5,0,,,7.4,2.5,,2.5,,,572,operational,d_naciona,diesel,00-autoabasto_local
grupo_azucarero_san_pedro,bioenergy_fuel_oil,00-autoabasto,45.9,0,,,7.1,9.4,,9.4,,,573,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
grupo_gamesa_planta_ce,internal_combustion_diesel,00-autoabasto,12.6,0,,,7.4,7.3,,7.3,,,574,operational,d_naciona,diesel,00-autoabasto_local
grupo_posadas_planta_fiesta,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.7,,0.7,,,575,operational,d_penins,diesel,00-autoabasto_local
grupo_romamills,internal_combustion_natural_gas,00-autoabasto,10.3,0,,,7.4,2.6,,2.6,,,576,operational,g,natural_gas,00-autoabasto_local
grupo_tecnico_de_servicios,internal_combustion_diesel,00-autoabasto,12,0,,,7.4,1.5,,1.5,,,577,operational,d_bcn,diesel,00-autoabasto_local
hersmex,internal_combustion_natural_gas,00-autoabasto,10.3,0,,,7.4,3.7,,3.7,,,578,operational,g_ahnrr,natural_gas,00-autoabasto_local
hierro_sonora,internal_combustion_diesel,00-autoabasto,12.1,0,,,7.4,3,,3,,,579,operational,d_naciona,diesel,00-autoabasto_local
homecare_de_mexico,gas_turbine_natural_gas,00-autoabasto,9.6,0,,,5.5,1,,1,,,580,operational,g_ahnrr,natural_gas,00-autoabasto_local
honeywell_aerospace_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,3.2,,3.2,,,581,operational,d_naciona,diesel,00-autoabasto_local
hotel_condesa_del_mar,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,0.7,,0.7,,,582,operational,d_naciona,diesel,00-autoabasto_local
hotel_gran_caribe_real,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.2,,1.2,,,583,operational,d_penins,diesel,00-autoabasto_local
hotelera_del_sudeste_planta,internal_combustion_diesel,00-autoabasto,10.3,0,,,7.4,1.4,,1.4,,,584,operational,d_penins,diesel,00-autoabasto_local
impulsora_de_la_cuenca_del_papaloapan,bioenergy_fuel_oil,00-autoabasto,212.1,0,,,7.1,22.7,,22.7,,,585,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
